OBJECTID,TREEID,DATE,COLLECTOR,LANDUSE,HEIGHT,DIAMETER,HAZARD,NOTES,STATUS,GlobalID,Species,Condition,TREE_ID,Donor,Planted,treatmenthistory,latitude,longitude
1966,,,,,14,6,No,Crabapple,Planted,d20b38b3-3afc-4a8b-860b-10c08a7105cb,Malus,Fair,NC30,,,,43.7098172827425,-72.2841324219053
1968,,,,,25,10,No,Honeylocust,Planted,7836f49d-e92c-4d70-bff2-f52dd8d87326,Gleditsia triacanthos,Poor,TC51,,,,43.7046811816219,-72.2944553465361
1969,,,,,55,18,No,Littleleaf linden,Planted,4089dc68-530e-4846-b3da-03cf9d7ab4d3,Tilia cordata,Fair,TC49,Dartmouth Institute 1985 for Dartmouth Institute,,,43.7048096982419,-72.2945028752831
1978,,,,,85,22,No,White Pine,Planted,067efdd9-210e-49d8-93dc-15a1fc009e9d,Pinus strobus,Fair,TC88,,,,43.7053262629451,-72.2930086093689
1979,,,,,90,28,No,European Larch,Planted,1913f51a-589a-4a8c-b940-c07c4479697a,Larix decidua,Fair,TC94,,,,43.7054659078647,-72.292809428665
1980,,,,,90,30,No,White Pine,Planted,6b6088cd-c03d-4b7c-bfca-d1de78f082b7,Pinus strobus,Fair,TC96,,,,43.7052929900881,-72.2927480592185
1982,,,,,18,6,No,Paper Birch,Planted,930aa73e-7730-4453-820f-85cb11d4b47e,Betula papyrifera,Good,TC86,,2016,,43.7052952005512,-72.2933213010144
1983,,,,,40,18,No,Sugar Maple,Planted,70645ed3-5cef-4da9-9cec-7c9dcac3ca6d,Acer saccharum,Fair/ root zone was exposed and left dug up during construction ,TC77,"Multi for Utts, Thomas",,,43.7052043400144,-72.2934653892041
1984,,,,,50,30,No,Red Oak ,Planted,d020bf82-2459-4e3d-82bd-261542103464,Quercus rubra,Good/needs cable update,TC76,"Longell, Michael C.",,,43.7052132205783,-72.2936278237755
1986,,,,,55,24,No,Red Oak,Planted,e4309ea9-2ee7-4ad2-8bad-3676d8356e9c,Quercus rubra,Good,TC71,,,,43.7054835525802,-72.2940202309217
1989,,,,,45,32,No,Red Oak,Planted,328a1514-8ffe-4fd9-b6af-7e6fa196b41c,Quercus rubra,Good,TC68,"Tuck 1987 for Barclay, Stuart",,,43.7054082427041,-72.2944218648734
1994,,,,,10,10,No,Magnolia,Planted,ba47590a-c0eb-4e95-9d7a-7ad6e9074734,Magnolia stellata,Good,TC58,,,,43.7049760537943,-72.2923964689669
1995,,,,,16,5,No,"Oak, Swamp White",Planted,afcc0930-ad84-4b1f-b133-a1ac9314b82b,Quercus bicolor,Good,WC166,,,,43.7053217356441,-72.2919948883843
1996,,,,,18,6,No,Red Oak,Planted,fae51ebe-1353-4fcc-85bd-0283eb932c83,Quercus rubra,Good,WC168,,,,43.7054679730385,-72.2921543192221
1997,,,,,55,18,No,Red Oak,Planted,d8879fe1-5be5-42e2-a2fe-5e9b79f267e6,Quercus rubra,Fair,RV02,,,,43.7037416814879,-72.2975339720165
1998,,,,,35,16,No,Yellowwood,Planted,bc0c5939-a314-402f-a0b4-8621b3d5950b,Cladrastis kentukea,Fair,RV03,,,,43.7038546879886,-72.2975952872753
1999,,,,,50,18,No,Linden,Planted,c66d3015-5fe8-432e-8897-e6b75efe74ae,Tilia cordata,Fair,RV04,,,,43.7039057730399,-72.2974164925893
2000,,,,,65,32,No,Pin oak,Planted,9de9d254-a849-4847-83ac-5b0384882e30,Quercus palustris,Fair,RV05,,,,43.7038947012361,-72.2972126447861
2001,,,,,24,24,No,Red maple,Planted,b6c62aa1-fd22-4a00-8f61-67a1a952a189,Acer rubrum,Poor,RV09,,,,43.7037706036339,-72.2965842299314
2002,,,,,65,32,No,"Red oak , (cabled large lead over parking march 2024)",Planted,4c7c0c2c-58e7-474e-9e9c-294ff890095a,Quercus rubra,Fair,RV60,,,,43.7040157347791,-72.2966606724804
2003,,,,,65,34,No,Red oak,Planted,6980d245-70cf-49f7-88dd-b0f1cfbba005,Quercus rubra,Fair,RV10,,,,43.7036257579371,-72.296403180415
2004,,,,,20,12,No,Crabapple,Planted,591dcb42-c173-4241-ab1e-f66d3f74b834,Malus,Fair,RV21,,,,43.7037365153175,-72.2958145959711
2005,,,,,24,14,No,Crabapple,Planted,ff31602f-e788-41c0-9ddc-12162554de3b,Malus,Fair,RV22,,,,43.7038251675619,-72.2960230571772
2006,,,,,20,12,No,Crabapple,Planted,27b9191d-7500-4353-99c5-d89ef0093688,Malus,Fair,RV24,,,,43.7036301789861,-72.2961150033807
2007,,,,,24,12,No,Crabapple,Planted,f1a6d3cd-8b2e-4eda-b799-e37c655e715a,Malus,Fair,RV25,,,,43.7037897223493,-72.2962437494135
2008,,,,,35,18,No,Red maple,Planted,61bed952-3b5b-4e43-a520-1c55ec003c65,Acer rubrum,Fair,RV27,,,,43.7039404232366,-72.2963356956171
2009,,,,,35,28,No,Linden,Planted,0ec0e1ad-1778-473f-aa6d-cfceb5d58a5b,Tilia cordata,Fair,RV30,,,,43.7041620142664,-72.2959923728632
2010,,,,,35,24,No,Linden,Planted,1415afc8-171d-41b9-bc40-09caf45690e6,Tilia cordata,Fair,RV33,,,,43.704188617481,-72.2957409963129
2011,,,,,35,24,No,Linden,Planted,1fa8a756-f716-4119-988c-af246b670f0a,Tilia cordata,Fair,RV39,,,,43.7043481593579,-72.2958206040931
2012,,,,,35,24,No,Linden,Planted,9bbb2640-e935-4ead-957d-34ab5e7d9012,Tilia cordata,Fair,RV42,,,,43.7044013656101,-72.296053634098
2013,,,,,45,24,No,Sugar maple,Planted,158539ec-bf84-4960-b47b-7d38e34ea1eb,Acer saccharum,Poor,RV59,,,,43.7041044641879,-72.2966298806101
2014,,,,,25,8,No,Hybrid maple,Planted,3c1074db-1139-4b6c-b263-16c03ed33a1b,Acer 'Freeman',Good,RV63,,,,43.7041576319566,-72.2968843147543
2015,,,,,20,12,No,Crabapple,Planted,f980a3d2-85c8-48e4-9e7f-c4a4c86d9530,Malus,Fair,RV64,,,,43.7042928199582,-72.2969241188081
2016,,,,,45,20,No,Norway maple,Planted,aa120628-40b9-4b89-950a-07dcf4a4b90f,Acer platanoides,Fair,RV67,,,,43.7045228220497,-72.2969779327455
2017,,,,,20,8,No,Hybrid maple,Planted,eeb8b09d-b7b6-4ac2-a82f-e06b7dfa3d07,Acer x freemanii,Good,RV71,,,,43.7045526632336,-72.2965042815473
2018,,,,,20,8,No,Hybrid maple,Planted,1e673afa-6a23-49e2-84bc-fe4337dcada7,Acer x freemanii,Good,RV72,,,,43.7045116727239,-72.296510423747
2019,,,,,20,8,No,Hybrid maple,Planted,e336a2bf-e00d-4542-9c30-c3b33cd13153,Acer x freemanii,Good,RV73,,,,43.7044717874033,-72.296485908481
2020,,,,,20,8,No,Hybrid maple,Planted,e8cb3c4a-b8c9-411c-b635-2dfbb0d63915,Acer x freemanii,Good,RV74,,,,43.7044274617756,-72.2964245930585
2021,,,,,20,8,No,Hybrid maple,Planted,d8bad753-dbc8-40d2-9a31-2682643a5153,Acer x freemanii,Good,RV75,,,,43.7043975622727,-72.2963709488782
2022,,,,,20,8,No,Hybrid maple,Planted,7a2d0777-1071-49c8-bed1-7fcdad381f1a,Acer x freemanii,Good,RV76,,,,43.7044429738199,-72.2962253318098
2023,,,,,12,6,No,Star magnolia,Planted,d7105d70-62ac-4c78-99ef-81d73400c806,Magnolia stellata,Poor,RV77,,,,43.7047055727174,-72.2962943181471
2024,,,,,14,6,No,Star magnolia,Planted,22fd2017-95e2-4ca7-bcd9-35241840b8b1,Magnolia stellata,Poor,RV78,,,,43.7046789890523,-72.2960705147022
2025,,,,,16,5,No,Yellowwood,Planted,a8055be8-1de5-4c7c-9a99-763657a5198b,Cladrastis kentukea,Good,RV112,,,,43.7045881275224,-72.2961425856453
2026,,,,,14,5,No,Red oak,Planted,f5748e23-e466-408c-9c1d-511cdfb77365,Quercus rubra,Good,RV79,,,,43.7045925678502,-72.2958728360289
2027,,,,,14,5,No,Swamp white oak,Planted,019d00cd-8b49-4d81-a053-b370a28b1b94,Quercus bicolor,Good,RV80,,,,43.7046346635187,-72.2959448532754
2028,,,,,12,4,No,Juniper hedge,Planted,577d5e9c-3f76-435e-b18c-21d9f2ef0c07,Juniperus virginiana,Fair,RV101,,,,43.7046036395548,-72.295356269241
2029,,,,,,,,Silver Maple,Planted,ddda69f7-c8d5-48be-bbdc-1de7fddf7d3e,Acer saccharinium,,,,,,43.7065833167212,-72.2904844302455
2030,,,,,65,48,No,Silver maple,Planted,6cb5845d-92e3-4911-814b-b2dd65835be9,Acer saccharinum,Poor,TC100,,,,43.7054698141948,-72.2926378954244
2031,,,,,35,10,No,Honeylocust,Planted,98f915b9-c6ad-4e05-96a1-01acc27d80d1,Gleditsia triacanthos,Good,BL102,,,,43.707301260245,-72.287573429406
2032,,,,,35,10,No,Honeylocust,Planted,74d96215-d538-4078-9bbe-01c035fde440,Gleditsia triacanthos,Good,BL105,,,,43.7072503055371,-72.2874753139907
2033,,,,,50,32,No,Norway maple,Planted,7aceb5ff-def1-4136-affc-64d14b436770,Acer psuedoplatanum ,Fair,,,,,43.7048907250971,-72.2857743505437
2034,,,,,45,9,No,,Ingrowth,848cfb5a-505e-4d65-9b19-c331cbe60cae,Picea abies ,Fair,,,,,43.7048877079871,-72.2857341167988
2035,,,,,90,20,No,Tamarack,Ingrowth,423655ca-17dc-44c8-b776-ff3917eea98c,Larix larcinia ,Good,,,,,43.7049071120407,-72.2857094742139
2036,,,,,65,36,No,Red oak,Ingrowth,e07f89c7-e5e4-4f0c-93f7-1fae5f6083be,Quercus rubra ,Fair ,,,,,43.7047494902895,-72.2859018385505
2037,,"Tue, 16 Jul 2019 15:05:06 GMT",,,90,40,Yes,White pine removed 2019,Ingrowth,227d9b78-3aa2-497f-b830-9985c9f663d4,Pinus strobus ,Poor,OC108,,,,43.7046068719218,-72.2858785371504
2038,,,,,80,25,No,Norway spruce,Ingrowth,a6513091-bf5a-445e-8b7a-9f784fb6be99,Picea abies ,Good ,,,,,43.7045745595913,-72.2860458402872
2039,,,,,50,23,No,,Ingrowth,1d308676-9a58-497f-98f1-266a3499418f,Picea abies ,Good,,,,,43.7045444688518,-72.2860561502517
2040,,,,,90,18,No,Tamarack ,Ingrowth,2802dbf2-acde-4d45-bf7f-e1d62648588f,Larix larcina ,Good ,,,,,43.7048678006424,-72.2856114060326
2041,,"Tue, 16 Jul 2019 04:00:00 GMT",Beaty,,70,32,Yes,Norway maple,Ingrowth,ef99e474-484a-4e54-a777-76d7f4cd8676,"Acer pseudoplatanus, removed 2020.",Poor,WH121,,,,43.7035413663331,-72.2852625039109
2042,,,,,70,24,No,American elm,Planted,c94d9bea-0211-494a-99ef-705b9e070e46,Ulmus americana,Poor,OC75,,,,43.7043094391856,-72.2859527176303
2043,,,,,,,,,Planted,3782dcbc-f785-4bb6-a999-e276002f2b75,Pinus strobus,,OP100,,,,43.712842323057,-72.2860139192234
2044,,,,,16,10,No,Crabapple,Planted,db33db49-fd5d-41fe-a218-1ac553fcd0b3,Malus,Fair,WH112,,,,43.704173955471,-72.2860062285425
2045,,,,,16,10,No,Crabapple,Planted,326a7619-1c39-4efa-9808-5551a2bc3aff,Malus,Fair,WH113,,,,43.7041185385106,-72.2860460861292
2046,,,,,16,10,No,Crabapple,Planted,23467bb6-05f4-4957-b5d5-3361fa333887,Malus,Fair,WH114,,,,43.7041185385106,-72.2859633131982
2047,,,,,16,10,No,Crabapple,Planted,521eee9a-1e00-4551-b244-5885b3b5178a,Malus,Fair,WH115,,,,43.7040697916055,-72.2860092863
2048,,,,,16,10,No,Crabapple,Planted,bfefa84f-bb2b-4646-b42e-2fc1838ba765,Malus,Fair,WH116,,,,43.7040808827269,-72.2858989401819
2049,,,,,75,26,No,White pine,Ingrowth,75133c17-bd34-45c6-84e4-9276116a0d97,Pinus strobis ,Good,TC106,,,,43.7053193337012,-72.2924828900338
2050,,"Fri, 31 Jan 2020 05:00:00 GMT",,,85,30,No,White pine,Ingrowth,d7698046-11d8-427f-88ac-a5da5ed6ef01,Pinus strobis ,Good,TC101,,,,43.7053843918542,-72.2924249345277
2051,,,,,35,10,No,White pine,Ingrowth,3767384c-39a4-480d-93dd-1e7fd431705d,Prunus serotina ,Fair ,TC98,,,,43.7054209223424,-72.2924775261932
2052,,,,,85,30,No,White pine,Ingrowth,a63c084c-0529-4d4a-b2d3-82fbf444fbde,Pinus strobis ,Good ,TC97,,,,43.7054107801105,-72.2925451675375
2053,,,,,80,24,No,White pine,Ingrowth,e4f8a143-6808-48a7-b48e-459e29630328,Pinus strobis ,Fair ,TC97,,,,43.7053877298723,-72.2927777656191
2054,,,,,40,10,No,Sweet birch,Ingrowth,0539f3b0-6f50-41ce-9da2-0e76b37e646c,Betula lenta ,Good ,TC99,,,,43.7054145102285,-72.2927987206197
2055,,"Fri, 31 Jan 2020 05:00:00 GMT",,,12,4,No,White pine,Planted,b023a8aa-62be-471f-9f6e-f22c6e0315ec,Pinus strobis,Fair,TC122,,,,43.7053683154979,-72.2929363984835
2056,,,,,65,18,No,Canadian hemlock,Planted,0093a7ea-6c09-4be8-87d3-e7840d683403,Tsuga canadensis,Fair ,TC83,,,,43.7053175566187,-72.2933935102748
2057,,,,,90,24,No,European larch,Planted,59956e8c-a338-4ffc-ace8-3eaf53b3fe7c,Larix decidua,Good ,TC79,,,,43.7052790588707,-72.2934704457548
2058,,,,,85,16,No,European larch,Planted,e8166df2-7aca-48a7-90ee-e01dd6beb438,Larix decidua,Fair ,TC80,,,,43.7053103649087,-72.2934697756116
2059,,,,,85,30,No,Canadian hemlock,Planted,1fe449f1-c9c8-4ae8-92cb-f04b6892653a,Tsuga canadensis,Good ,TC82,,,,43.7053391149134,-72.2935039735762
2060,,,,,12,4,No,Norway spruce,Planted,80cec5cd-6cbe-490b-98c9-780109646e21,Picea abies,Good,TC140,,,,43.7053643108394,-72.2930638438997
2061,,,,,12,4,No,Fraser fir,Planted,67fe17f1-435a-462c-b6b7-67ed8cf85c6b,Abies fraseri,Good,TC141,,,,43.7053371651763,-72.2931121236619
2062,,,,,12,4,No,Fraser fir,Planted,964d7c9c-8009-4d14-9734-3705af638503,Abies fraseri,Good,TC142,,,,43.7053578540175,-72.2933553195074
2063,,,,,12,4,No,Fraser fir,Planted,367cc6f8-4a7e-4390-866e-8e97bd2030a5,Abies fraseri,Good,TC144,,,,43.7053423615298,-72.2933016220398
2064,,,,,12,4,No,Fraser fir,Planted,72719afd-8080-4b0c-9d1c-ba796bb507e2,Abies fraseri,Good,TC145,,,,43.7053358853561,-72.2932551125454
2065,,"Sat, 12 Sep 2020 18:32:06 GMT",,,20,3,No,American elm ‘Princeton’,Planted,d778c554-6481-48f3-bd7e-d2dcf077bc2c,Unmusical americana ,Good,,,,,43.7033653858536,-72.2901849609094
2066,,"Sat, 12 Sep 2020 18:46:36 GMT",,,40,8,,Red oak   Pruned for structure march 2024,Planted,03b34f12-add2-49c2-b972-fbc907cbe506,Quercus rubra ,Good,,,,,43.7037771304076,-72.2902847826021
2067,,"Sat, 12 Sep 2020 18:52:08 GMT",,,34,6,No,Red oak,Planted,0e838c36-90b2-42b5-a51b-598bbd90a351,Quercus rubra,Good,,For Tina Overman,,,43.7038419669694,-72.2902914516948
2072,,,,,20,5,No,Group,Planted,7b9a14c1-dd0f-45ca-bfcd-49d71e3e5409,Betula nigra,Fair,AW202,,2017,,43.7022389706266,-72.2851052566799
2073,,,,,12,6,No,Amelancier ,Planted,de7c9785-ae10-4803-975f-9d82e5155ad5,Amelanchier canadensis,Fair,WC160,Conorroe for Mc Cullough,2015,,43.7046223783535,-72.2907378613904
2074,,"Tue, 27 Jul 2021 04:00:00 GMT",Beaty,,4,3,No,Dawn Redwood,Planted,58caae5a-df7f-40ee-a13e-c47ea93d620a,Metasequoia glyptostroboides,Fair,WF01,Wright,2019,,43.7042193559545,-72.2987465426491
2075,,,,,11,3,No,American elm,Planted,bbddf101-f770-470a-b74e-9630e900acf6,Ulmus americana ,Good ,ML400,,2020,,43.708120166236,-72.2866778918894
2076,,,,,12,3,No,Red oak,Planted,01190c64-106f-49cd-afd4-e599ecb9e3d9,Quercus rubra ,Good,ML401,,2020,,43.7079996567199,-72.2865958607693
2077,,"Tue, 28 Sep 2021 13:36:17 GMT",,,12,4,No,,Planted,99f7ec3f-8491-485a-bcc9-1b168f91d323,Ulmus americana ,Good ,ML402,,2020,,43.7080614410817,-72.2865536440812
2078,,"Tue, 28 Sep 2021 13:41:14 GMT",,,14,4,No,Elm hybrid ,Planted,68850735-4ebf-4a95-945e-6e639a6637aa,Ulmus X,Fair ,AN01,,2020,,43.707966590356,-72.2862787734403
2079,,"Tue, 28 Sep 2021 13:43:14 GMT",,,14,4,No,Red oak,Planted,bf241e82-1062-48a8-bf63-4023bda3b805,Quercus rubra ,Good,AN02,,2020,,43.7080541391332,-72.2862858135372
2080,,"Tue, 28 Sep 2021 14:10:15 GMT",,,12,2,No,American elm ,Planted,7306d528-cd33-41e3-a233-03b22c5c2e7e,Ulmus americana ,Good ,AN03,,2020,,43.7081077854165,-72.286204168998
2081,,"Tue, 28 Sep 2021 14:12:20 GMT",,,11,2,No,,Planted,40a5fb3f-8e07-493e-8fef-50a3391b6c75,Ulmus americana ,Good ,AN04,,2020,,43.7081408501028,-72.2859690621782
2082,,"Tue, 28 Sep 2021 14:15:24 GMT",,,15,4,No,Hybrid elm,Planted,5a00d794-df58-4119-873f-e8dd3615c665,Ulmus X,Fair ,AN05,,2020,,43.7080716667959,-72.2859783336902
2083,,"Tue, 28 Sep 2021 14:18:19 GMT",,,14,4,No,Hybrid elm,Planted,737b5a67-ba8e-41da-90ed-31396c256e61,Ulmus X,Poor ,AN06,,2020,,43.7079983333124,-72.2860516667601
2084,,"Tue, 28 Sep 2021 14:19:57 GMT",,,12,4,No,Hybrid elm,Planted,4cbaaf6e-a34a-4b53-8627-a657d3dd0cc3,Ulmus X,Poor,AN07,,2020,,43.7079450002268,-72.2860916669431
2085,,"Tue, 28 Sep 2021 14:21:31 GMT",,,12,3,No,Hybrid elm ,Planted,017bfc71-be5b-4e38-906b-c408d945bf4e,Ulmus americana ,Poor,AN08,,2020,,43.7078883332437,-72.2860766668745
2086,,"Tue, 28 Sep 2021 14:23:50 GMT",,,12,3,No,,Planted,c901914b-96dc-4bbb-930f-7ef2f07d1b74,Ulmus americana ,Good ,AN09,,2020,,43.7080000002344,-72.285836666675
2087,,"Tue, 28 Sep 2021 14:25:11 GMT",,,9,3,No,Red oak,Planted,b5cd2ffa-403c-441e-89d4-1caa96347511,Quercus rubra ,Fair ,AN10,,2020,,43.7080449999669,-72.2856616667728
2088,,"Tue, 28 Sep 2021 14:27:00 GMT",,,12,3,No,Red oak,Planted,345d2a6b-d158-4852-b88d-997f759f1507,Quercus rubra ,Poor ,AN11,,2020,,43.7079933331956,-72.2856133329189
2089,,"Tue, 28 Sep 2021 14:28:35 GMT",,,14,4,No,American elm ,Planted,f2d5c269-d8d0-4066-8388-50c14fbb9c90,Ulmus americana ,Good ,AN12,,2020,,43.7080416667748,-72.2854966669163
2090,,"Tue, 28 Sep 2021 14:30:45 GMT",,,10,2,No,Red maple,Planted,d30b90dc-84e1-46af-a092-7803805a4412,Acer rubrum ,Poor ,AN13,,2020,,43.7081233334997,-72.2853383334576
2091,,"Tue, 28 Sep 2021 14:32:44 GMT",,,12,2,No,Red maple ,Planted,17bc73d7-cc20-478a-b3b4-57e7a0b8d1fd,Acer rubrum,Poor ,AN14,,2020,,43.7080600003032,-72.2853149997181
2092,,"Tue, 28 Sep 2021 14:34:59 GMT",,,14,4,No,Red oak,Planted,c79288f8-4c4f-41d2-8aca-e83187a0a328,Quercus rubra ,Fair ,AN15,,2020,,43.7078733335138,-72.2849483334703
2093,,"Tue, 28 Sep 2021 14:37:24 GMT",,,16,3,No,American elm ,Planted,40ed80cc-5e55-4917-88b1-246546e59936,Ulmus americana ,Good ,AN16,,2020,,43.7078033336426,-72.2848483330129
2094,,"Tue, 28 Sep 2021 14:38:46 GMT",,,12,3,No,American elm ,Planted,bd2086df-00a0-4f36-b5f0-3651eed1ad0a,Ulmus americana ,Fair,AN17,,2020,,43.7077249996917,-72.2849233333559
2095,,"Tue, 28 Sep 2021 14:40:42 GMT",,,16,4,No,American elm ,Planted,5b548afc-87b2-42f6-9685-76cd1f57eb5b,Ulmus americana ,Good ,AN18,,2020,,43.707740000108,-72.2850283329379
2096,,"Tue, 28 Sep 2021 14:43:50 GMT",,,6,3,No,White pine,Planted,bf372090-ccf0-4596-8a7a-26510a8939b3,Pinus strobus,Good ,AN19,,2021,,43.7077466665256,-72.2851416670891
2097,,"Tue, 28 Sep 2021 14:45:43 GMT",,,12,2,No,Swamp white oak ,Planted,3802e23b-3354-46ee-9772-968c2c5ca2f8,Quercus bicolor ,Poor ,AN20,,2021,,43.7077799999012,-72.2851933336927
2098,,"Tue, 28 Sep 2021 14:47:35 GMT",,,8,3,No,,Planted,2812f9a0-1899-4b93-8ba2-f6034148e4d4,Pinus strobus,Good ,AN21,,2021,,43.7077783336224,-72.2852533330688
2099,,"Tue, 28 Sep 2021 14:48:53 GMT",,,8,3,No,White pine,Planted,643d82d6-6f06-44bd-acd0-27fa36916ba5,Pinus strobis ,Poor ,AN22,,2021,,43.7078583331309,-72.2854000001069
2100,,"Tue, 28 Sep 2021 14:50:45 GMT",,,7,3,No,White pine,Planted,1516efac-4edf-40c9-9d5b-525163c2b398,Pinus strobis ,Good ,AN23,,2021,,43.7078766667153,-72.2853749999926
2101,,"Tue, 28 Sep 2021 14:52:33 GMT",,,14,2,No,Pin oak,Planted,274fade9-2e64-48dd-9f23-426861c06b1f,Quercus palustris,Poor ,AN24,,2021,,43.707893981866,-72.2854455057747
2102,,"Tue, 28 Sep 2021 14:54:20 GMT",,,7,3,No,White pine,Planted,53cb9aa8-72f4-4301-ad2f-09c0eaf8acf5,Pinus strobus,Fair ,AN25,,2021,,43.7079135079325,-72.2854837168655
2103,,"Tue, 28 Sep 2021 14:57:04 GMT",,,12,3,No,Red oak ,Planted,0b41cc86-a4c7-417d-9fdb-37582a6c73f7,Quercus rubra ,Fair ,AN26,,2020,,43.707959899797,-72.2857489067258
2104,,"Tue, 28 Sep 2021 14:58:59 GMT",,,12,3,No,Red oak ,Planted,5521cb09-aab1-4dfd-81ec-033b37ad831f,Quercus rubra ,Poor ,AN27,,2020,,43.7079215670481,-72.2858064577435
2105,,"Tue, 28 Sep 2021 15:00:43 GMT",,,15,4,No,Hybrid elm ,Planted,15f9c1d3-2c3b-4cd9-a042-a968e26d0ccb,Ulmus X,Fair ,AN28,,2020,,43.7078249997989,-72.2859566663255
2106,,"Tue, 28 Sep 2021 15:02:20 GMT",,,14,3,No,Hybrid elm ,Planted,e12fd46f-d0b4-4b04-90ac-249f1c44712d,Ulmus X,Poor ,AN29,,2020,,43.707761733265,-72.2857975701309
2107,,"Tue, 28 Sep 2021 15:05:14 GMT",,,12,4,No,American elm,Planted,b24ad3ee-5b5c-499a-a55c-55e623d479ee,Ulmus americana ,Fair ,AN30,,2020,,43.7078283336524,-72.2857183333992
2108,,"Tue, 28 Sep 2021 15:08:21 GMT",,,14,3,No,Hybrid elm ,Planted,fc20d0b1-f959-40ea-89f7-53ed12eb6a13,Ulmus X,Poor ,AN31,,2020,,43.7076366666444,-72.285543333497
2109,,"Tue, 28 Sep 2021 15:11:15 GMT",,,14,4,No,American elm ,Planted,5e5e224a-7a07-4b95-8d61-bae7b197169f,Ulmus americana ,Poor ,AN32,,2020,,43.7076500001512,-72.2854783331997
2110,,"Tue, 28 Sep 2021 15:15:15 GMT",,,16,3,No,Hybrid elm ,Planted,624497c3-ffb1-4eb0-9fe5-a7e3cf452046,Ulmus X,Fair ,AN33,,2020,,43.7076116665547,-72.2852766668083
2111,,"Tue, 28 Sep 2021 15:17:00 GMT",,,14,3,No,Hybrid elm ,Planted,b56ceb23-6d0f-49ec-835c-a2b5e2e4027d,Ulmus X,Fair ,AN34,,2020,,43.7076116665547,-72.2853316670599
2112,,"Tue, 28 Sep 2021 15:18:20 GMT",,,15,3,No,Hybrid elm ,Planted,969a505c-4e8e-4fee-a9a8-56a1d4883a68,Ulmus X,Fair,AN35,,2020,,43.7075233333404,-72.2854150001755
2113,,"Tue, 28 Sep 2021 15:20:04 GMT",,,18,3,No,Hybrid elm ,Planted,3c7e177f-637b-47fc-ab66-a8554d83adba,Ulmus americana ,Fair ,AN36,,2020,,43.7074733330561,-72.2854400002899
2114,,"Tue, 28 Sep 2021 15:21:25 GMT",,,10,4,No,White pine ,Planted,216f757c-827e-4fd4-b93a-26373fc122a1,Pinus strobus,Poor ,AN38,,2019,,43.7074333330583,-72.2855566662925
2115,,"Tue, 28 Sep 2021 17:50:06 GMT",,,14,2,No,Red maple,Planted,0bbb1010-68f6-4e6b-8cea-ab43a6fc8f8f,Acer rubrum ,Good ,AN39,,2021,,43.7074683335448,-72.2856500003522
2116,,"Tue, 28 Sep 2021 17:53:49 GMT",,,12,3,No,Red oak,Planted,f11f1df5-bc16-416b-9df4-bb2ddd965c3a,Quercus rubra ,Poor ,MB299,,2021,,43.7077683333517,-72.2859333334844
2117,,"Tue, 28 Sep 2021 18:05:25 GMT",,,8,2,No,Ironwood ,Planted,25e6146c-8d5c-47d1-a577-9bd3f78ff265,Carpinus caroliniana ,Poor,AN41,,2021,,43.7081883335459,-72.2859750000422
2118,,"Tue, 28 Sep 2021 18:18:16 GMT",,,16,3,No,American elm ,Planted,be9fcf02-c14a-4967-8662-56bfb2203b00,Ulmus americana ,Good ,AN52,,2021,,43.7080850002059,-72.284630000178
2119,,"Tue, 28 Sep 2021 18:19:42 GMT",,,14,2,No,American elm ,Planted,d68b3333-bb4f-4026-b825-ef76c9055788,Ulmus americana ,Fair ,AN53,,2021,,43.7080633334943,-72.284630000178
2120,,"Tue, 28 Sep 2021 18:21:16 GMT",,,20,3,No,American elm ,Planted,2766b3ea-4c8b-4952-b804-6eb69a0bb1c3,Ulmus americana ,Good ,AN54,,2021,,43.708053333271,-72.2847166669416
2121,,,,,65,34,Yes,Norway maple,Planted,d12570f5-0167-4b7e-a366-1a47850c77f5,Acer platanoides,Poor,CHT53,,,,43.7073322141727,-72.2899802979418
2122,,,,,16,10,No,Maackia,Planted,5c343f68-35b4-4d24-b708-b7eee04f794b,Maackia amurensis,Good,CHT001,,,,43.7071383226752,-72.2893043812699
2123,,"Wed, 13 Oct 2021 14:55:53 GMT",,,45,15,No,,Planted,2e218f54-75fe-4d0a-a7b0-a5961ec3cfcc,Fraxinus americana ,Fair,SP1841,,,Mectinite 2021,43.7029603307489,-72.2820019069491
2124,,"Wed, 13 Oct 2021 16:45:57 GMT",,,55,16,,,Planted,7a26b0d5-9213-4ec1-9f44-f266aaf4b659,Fraxinus americana ,Fair ,SP1842,,,Mectinite 2021,43.7030406666967,-72.2820383399936
2125,,"Wed, 13 Oct 2021 16:50:38 GMT",,,50,16,No,,Planted,3e3e09c2-9ef1-4edf-8c28-bb4139a895a7,Fraxinus americana ,Fair ,SP1843,,,Mectinite 2021,43.703112881348,-72.2820479240478
2126,,"Wed, 13 Oct 2021 16:53:00 GMT",,,55,17,No,,Planted,854024f0-6d27-4a86-b8e1-36ac6cdb7703,Fraxinus americana ,Fair,SP1844,,,Mectinite 2021,43.7031482532268,-72.2820904197506
2127,,"Wed, 13 Oct 2021 16:54:27 GMT",,,55,16,No,,Planted,e3f8dbb2-c34d-469f-a094-9e47455661e0,Fraxinus americana ,Fair ,SP1845,,,Mectinite 2021,43.7033058762417,-72.282053176441
